customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00519,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.18,3783.28,No
CUST-00520,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,91.26,5119.11,Yes
CUST-00521,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,45.01,1506.99,No
CUST-00522,Female,1,No,Yes,40,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,81.38,3339.64,Yes
CUST-00523,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card,71.19,917.44,No
CUST-00524,Female,1,Yes,No,69,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,105.92,7316.35,No
CUST-00525,Male,0,Yes,No,5,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,,68.15,389.39,No
CUST-00526,Male,1,No,Yes,51,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,31.03,1603.51,Yes
CUST-00527,Female,0,No,No,2,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,18.51,56.93,Yes
CUST-00528,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,87.14,5496.74,No
CUST-00529,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,74.09,3632.47,No
CUST-00530,Male,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,51.76,2450.58,No
CUST-00531,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,35.24,1926.85,Yes
CUST-00532,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,65.6,4144.66,No
CUST-00533,Male,0,No,Yes,64,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card,28.23,1893.8,No
CUST-00534,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,52.28,3451.07,No
CUST-00535,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,56.68,832.33,No
CUST-00536,Female,0,Yes,No,31,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,65.49,2057.95,No
CUST-00537,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,65.6,4452.24,No
CUST-00538,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,44.21,776.62,No
CUST-00539,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,104.72,4429.36,No
CUST-00540,Male,0,No,No,34,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,54.27,1930.18,Yes
CUST-00541,Female,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,41.42,2421.26,No
CUST-00542,Male,0,Yes,No,32,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,35.93,1164.33,No
CUST-00543,Female,0,No,No,13,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Credit card,50.9,734.35,No
CUST-00544,Male,1,Yes,Yes,33,No,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,24.89,842.12,Yes
CUST-00545,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,,21.36,1324.9,No
CUST-00546,Male,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,79.72,303.82,Yes
CUST-00547,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,81.15,4733.89,Yes
CUST-00548,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,72.02,2054.97,No
CUST-00549,Male,0,No,No,5,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,95.75,552.16,No
CUST-00550,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,21.99,1149.31,No
CUST-00551,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,113.47,4478.25,Yes
CUST-00552,Male,1,Yes,Yes,64,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.7,1773.8,No
CUST-00553,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer,86.75,5932.85,No
CUST-00554,Male,1,No,Yes,26,No,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,31.61,861.72,Yes
CUST-00555,Female,0,No,No,5,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,107.75,572.67,Yes
CUST-00556,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,70.09,884.71,Yes
CUST-00557,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card,26.39,1725.84,No
CUST-00558,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,80.91,4947.62,Yes
CUST-00559,Female,0,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Credit card,18.93,368.0,No
CUST-00560,Female,1,No,Yes,42,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,97.15,4131.06,No
CUST-00561,Male,1,No,No,19,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,84.36,1634.4,No
CUST-00562,Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card,39.69,2758.34,No
CUST-00563,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer,56.22,2460.6,No
CUST-00564,Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,18.8,500.58,No
CUST-00565,Female,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,88.76,178.41,Yes
CUST-00566,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.91,1152.71,Yes
CUST-00567,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,76.3,4277.49,No
CUST-00568,Male,0,No,No,71,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,115.59,8301.66,Yes
CUST-00569,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,48.55,304.17,No
CUST-00570,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.0,6548.44,Yes
CUST-00571,Male,0,No,No,66,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card,82.54,5489.08,Yes
CUST-00572,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,42.69,659.81,No
CUST-00573,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,62.55,3145.92,No
CUST-00574,Male,1,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,93.53,6669.41,No
CUST-00575,Female,0,Yes,Yes,11,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,63.54,723.78,Yes
CUST-00576,Male,0,No,Yes,52,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card,24.99,1367.96,No
CUST-00577,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,35.2,159.48,No
CUST-00578,Female,0,No,No,26,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,98.71,2620.77,Yes
CUST-00579,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,84.13,1024.07,Yes
CUST-00580,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,76.12,1261.16,Yes
CUST-00581,Male,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,35.1,239.69,Yes
CUST-00582,Female,0,No,Yes,4,No,No,No,No internet service,Yes,Yes,No,No,No,One year,No,Credit card,103.45,510.74,No
CUST-00583,Female,1,No,No,56,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,116.0,6509.76,No
CUST-00584,Female,1,Yes,No,27,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,22.17,640.45,No
CUST-00585,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,25.96,1850.3,No
CUST-00586,Female,0,Yes,Yes,58,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,108.24,6371.15,No
CUST-00587,Male,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,101.19,3298.2,No
CUST-00588,Female,1,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card,81.03,4957.17,No
CUST-00589,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer,114.39,5695.26,No
CUST-00590,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,83.94,1528.36,Yes
CUST-00591,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,40.03,2757.33,No
CUST-00592,Male,0,Yes,No,65,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,92.32,6038.35,Yes
CUST-00593,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card,83.86,3902.29,Yes
CUST-00594,Female,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,118.55,4583.92,No
CUST-00595,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,39.82,2748.15,No
CUST-00596,Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,78.98,2599.33,No
CUST-00597,Male,0,Yes,Yes,12,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,97.58,1173.17,Yes
CUST-00598,Female,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,52.58,2843.22,No
CUST-00599,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,56.73,415.13,No
CUST-00600,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,108.57,1455.87,No
CUST-00601,Female,1,No,Yes,18,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,59.23,1160.63,Yes
CUST-00602,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,81.72,4413.54,No
CUST-00603,Female,1,No,No,19,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,108.7,2129.12,No
CUST-00604,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,39.4,1109.44,Yes
CUST-00605,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,118.15,2782.68,Yes
CUST-00606,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,89.6,5646.36,Yes
CUST-00607,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card,68.6,3879.54,No
CUST-00608,Female,0,Yes,No,7,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,61.95,517.46,No
CUST-00609,Female,0,No,Yes,61,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,,115.35,7067.67,No
CUST-00610,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,38.98,1148.45,Yes
CUST-00611,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card,49.79,861.48,No
CUST-00612,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,49.39,3278.15,Yes
CUST-00613,Female,0,Yes,Yes,5,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,47.48,325.65,Yes
CUST-00614,Female,0,No,Yes,57,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,65.79,3773.49,No
CUST-00615,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,118.9,8111.44,No
CUST-00616,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,108.66,3004.22,No
CUST-00617,Female,1,No,Yes,61,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,51.45,3156.17,No
CUST-00618,Male,0,Yes,Yes,40,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,61.13,2491.63,No
CUST-00619,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,No,Credit card,86.29,5869.72,No
CUST-00620,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.75,804.1,No
CUST-00621,Female,1,No,Yes,48,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,101.66,4947.56,No
CUST-00622,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,107.74,5246.27,No
CUST-00623,Female,0,No,Yes,70,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,105.43,7391.63,No
CUST-00624,Male,0,No,Yes,2,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card,56.26,135.29,No
CUST-00625,Female,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,65.12,595.97,Yes
CUST-00626,Male,0,No,Yes,34,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,19.26,698.18,No
CUST-00627,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,58.74,71.35,No
CUST-00628,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,64.96,1537.81,No
CUST-00629,Male,0,No,Yes,37,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,110.51,4162.08,Yes
CUST-00630,Male,0,No,Yes,21,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.19,2361.33,Yes
CUST-00631,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card,116.54,2941.55,No
CUST-00632,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,108.28,4615.14,No
CUST-00633,Male,0,No,Yes,54,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.84,1110.13,Yes
CUST-00634,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,83.43,3205.09,No
CUST-00635,Female,0,No,No,28,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,24.96,731.79,No
CUST-00636,Male,1,Yes,No,19,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,45.8,927.34,Yes
CUST-00637,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,76.99,3104.15,No
CUST-00638,Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,89.46,4806.54,Yes
CUST-00639,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,84.77,1693.86,No
CUST-00640,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,23.0,459.93,Yes
CUST-00641,Female,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,28.57,1925.0,No
CUST-00642,Female,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,31.12,967.67,No
CUST-00643,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.32,1424.51,Yes
CUST-00644,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,36.18,1212.28,No
CUST-00645,Male,1,No,Yes,21,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,88.23,1942.18,No
CUST-00646,Male,0,No,No,66,Yes,No,No,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,102.75,6875.39,No
CUST-00647,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer,59.7,376.54,No
CUST-00648,Female,1,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,88.66,2397.28,Yes
CUST-00649,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card,38.4,376.21,Yes
CUST-00650,Male,0,No,Yes,47,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.27,5536.46,No
CUST-00651,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card,53.7,3743.73,No
CUST-00652,Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Bank transfer,104.28,6053.77,No
CUST-00653,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,114.43,6717.93,No
CUST-00654,Female,0,No,No,1,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,106.2,204.62,No
CUST-00655,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card,24.84,777.92,No
CUST-00656,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,84.33,5705.61,No
CUST-00657,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer,30.25,1965.53,No
CUST-00658,Female,1,No,Yes,25,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.58,484.27,Yes
CUST-00659,Female,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,23.28,245.93,No
CUST-00660,Female,0,No,Yes,52,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,111.45,5862.1,No
CUST-00661,Male,0,No,Yes,58,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,110.66,6462.99,No
CUST-00662,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,41.03,955.04,No
CUST-00663,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,,73.8,3775.42,Yes
CUST-00664,Male,0,Yes,Yes,47,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card,115.41,5434.51,Yes
CUST-00665,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,68.66,1386.35,No
CUST-00666,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,58.14,1288.56,Yes
CUST-00667,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,67.29,1974.49,No
CUST-00668,Male,0,No,No,24,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,98.6,2445.5,No
CUST-00669,Male,0,No,No,27,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,66.68,1859.5,Yes
CUST-00670,Male,0,No,No,64,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,97.89,6287.94,Yes
CUST-00671,Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,62.03,2777.19,No
CUST-00672,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,43.7,2968.51,No
CUST-00673,Female,0,No,No,6,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card,51.3,395.12,No
CUST-00674,Female,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,,25.94,1248.34,No
CUST-00675,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,68.73,639.42,Yes
CUST-00676,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,33.11,1224.06,Yes
CUST-00677,Female,0,No,Yes,0,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,100.78,73.75,No
CUST-00678,Female,0,Yes,No,9,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card,60.9,548.36,No
CUST-00679,Female,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,96.03,3423.87,No
CUST-00680,Female,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,115.35,5249.6,No
CUST-00681,Male,0,No,Yes,31,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,104.65,3297.87,No
CUST-00682,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,115.05,3645.14,Yes
CUST-00683,Female,1,No,No,5,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,75.93,435.24,Yes
CUST-00684,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.86,1724.13,No
CUST-00685,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card,113.41,4219.43,Yes
CUST-00686,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Electronic check,106.59,1786.04,Yes
CUST-00687,Male,0,No,Yes,26,No,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,106.17,2778.35,No
CUST-00688,Male,0,No,Yes,53,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,88.71,4782.94,No
CUST-00689,Female,0,No,No,49,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,No,Credit card,81.74,4099.31,No
CUST-00690,Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,19.5,696.57,Yes
CUST-00691,Female,0,No,Yes,24,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,94.3,2316.19,No
CUST-00692,Male,0,Yes,Yes,27,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,27.34,804.01,No
CUST-00693,Female,0,No,No,14,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,44.49,630.81,Yes
